ID,Label,Type
work_916,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Ad adolescentes [Greek]",theology
work_917,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Ad adolescentes [Latin]",theology
work_917,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Ad adolescentes [Latin]",theology
work_917,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Ad adolescentes [Latin]",theology
work_917,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Ad adolescentes [Latin]",theology
work_917,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Ad adolescentes [Latin]",theology
work_917,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Ad adolescentes [Latin]",theology
work_917,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Ad adolescentes [Latin]",theology
work_917,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Ad adolescentes [Latin]",theology
work_918,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Constitutiones asceticae [Greek]",theology
work_919,"Basil, Saint, Bishop of Caesarea, approximately 329–379: De uita solitaria ad gregorium nazianzenum epistola [Latin]","theology, monasticism_and_religious_orders"
work_92,"Gregorius, Nazianzenus, 329–390: In seipsum cum rure rediisset (or. 26) [Greek]",sermons
work_920,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Hexaemeron [Latin]",theology
work_921,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Homilia in principium prouerbiorum [Greek]",sermons
work_922,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Liber ad Amphilochium de s. spiritu [Greek]",theology
work_924,"Basil, Saint, Bishop of Caesaerea, approximately 329–379, pseudo: Admonitio ad filium spiritualem [Old English]",theology
work_925,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Contra eunomium [Greek]",theology
work_925,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Contra eunomium [Greek]",theology
work_926,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Epistola ad chilonem [Greek]",theology
work_928,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Homilies on the hexameron [Greek]",sermons
work_929,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Homilies [Greek]",sermons
work_929,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Homilies [Greek]",sermons
work_929,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Homilies [Greek]",sermons
work_929,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Homilies [Greek]",sermons
work_929,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Homilies [Greek]",sermons
work_929,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Homilies [Greek]",sermons
work_93,"Gregorius, Nazianzenus, 329–390: In seipsum, ad patrem et basilium magnum post reditum e fuga (or. 10) [Greek]",sermons
work_930,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Homilies (tr. Rufinus) [Latin]",sermons
work_930,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Homilies (tr. Rufinus) [Latin]",sermons
work_931,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Ad Gregorium Nazianzenum (ep. 2) [Greek]",theology
work_931,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Ad Gregorium Nazianzenum (ep. 2) [Greek]",theology
work_932,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Letters [Greek]",theology
work_932,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Letters [Greek]",theology
work_932,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Letters [Greek]",theology
work_932,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Letters [Greek]",theology
work_933,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Liturgy [Greek]",liturgy
work_933,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Liturgy [Greek]",liturgy
work_933,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Liturgy [Greek]",liturgy
work_935,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Works [Greek]",theology
work_935,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Works [Greek]",theology
work_936,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Works [Latin]",theology
work_937,"Basil, I, Emperor of the East, approximately 812–886: Ad filium suum Leonem capita paraenetica [Greek]",theology
work_937,"Basil, I, Emperor of the East, approximately 812–886: Ad filium suum Leonem capita paraenetica [Greek]",theology
work_938,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Ascetic writings (excerpts) [Greek]",theology
work_939,"Basil, Saint, Bishop of Caesarea, approximately 329–379: De nativitate christi [Greek]",theology
work_94,"Aristides, Aelius, 117–187: In Serapidem, or. 45 k [Greek]",classical_literature
work_940,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Encomium xl martyrum [Greek]",theology
work_941,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Epistula [Greek]",theology
