ID,Label,Type
work_1,"Aristides, Aelius, 117–187: Ad Capitonem, or. 47 d [Greek]",classical_literature
work_1,"Aristides, Aelius, 117–187: Ad Capitonem, or. 47 d [Greek]",classical_literature
work_10,"Synesius, of Cyrene, Bishop of Ptolemais: Aegyptii sive de providentia [Greek]",history
work_10,"Synesius, of Cyrene, Bishop of Ptolemais: Aegyptii sive de providentia [Greek]",history
work_10,"Synesius, of Cyrene, Bishop of Ptolemais: Aegyptii sive de providentia [Greek]",history
work_100,"Aristides, Aelius, 117–187: Monodia in Smyrnam, or. 18 k [Greek]",classical_literature
work_1000,"Benvenutus, de Imola, –1387 or 1388: Commentary on Virgil, Georgics [Latin]",classical_literature
work_10002,Abbaye du Saint Esprit [Middle French],christian_literature
work_10003,Abbey of the Holy Ghost [Middle English],"christian_literature, theology"
work_10003,Abbey of the Holy Ghost [Middle English],"christian_literature, theology"
work_10003,Abbey of the Holy Ghost [Middle English],"christian_literature, theology"
work_10004,"Abbreviation of Peter Lombard, Sententiae [Latin]",theology
work_10005,"Abecedarium, or spelling-book, consisting of the alphabet, syllables, and short words [russian]",grammar
work_10006,Abstracts of contracts [Greek],documents
work_10007,Acallam na Senórach [Irish],literature
work_10008,Accidia [Latin],"theology, christian_literature"
work_10009,Account (?) [Greek],documents
work_10009,Account (?) [Greek],documents
work_1001,"Benvenutus Graphaeus, magister, 12th cent.: De morbi oculorum [Latin]",medicine
work_10010,"Account (autograph) of Erasmus's money and valuables, 9 April 1534 [Latin]",documents
work_10011,Account [demotic],documents
work_10012,"Account [Greek, Arabic and Coptic]",documents
work_10013,"Account [Greek, Latin and demotic]",documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10014,Account [Greek],documents
work_10015,Account book (?) [Greek],documents
work_10016,Account for fodder [Greek],documents
work_10017,Account in artabas [Greek],documents
work_10018,Account in prose of the events of 1532–55 [English],history
work_10019,"Account of a coronation feast, temp. Henry VIII (?) [Latin (?)]",history
work_1002,"Benvenutus, de Imola, –1387 or 1388: Augustalis libellus [Latin]",history
work_1002,"Benvenutus, de Imola, –1387 or 1388: Augustalis libellus [Latin]",history
work_1002,"Benvenutus, de Imola, –1387 or 1388: Augustalis libellus [Latin]",history
work_10020,Account of a dispute between the Friars Minor and the Friars Preacher [Latin],"documents, monasticism_and_religious_orders"
work_10021,"Michele da Figline, fl. 1489: Viaggio in Terrasanta [Italian and Latin]",geography
work_10022,Account of a trial before the prefect L. Volusius Maecinanus [Greek],documents
work_10023,Account of artabas [Greek],documents
work_10023,Account of artabas [Greek],documents
work_10024,Account of artabas of wheat [Greek],documents
work_10025,Account of aruras (?)[Greek],documents
work_10026,Account of bath-tax [Greek],documents
work_10027,"Account of ceremonies of the Order of the Garter, 1564–7 [English]",history
work_10028,Account of corn and wine [Greek],documents
work_10029,Account of the coronation of Richard II [Middle English],history
work_1003,"Benvenutus, de Imola, –1387 or 1388: Commentary on Dante, Divine Comedy [Latin]",christian_literature
work_10030,"Account of the coronation of Richard III, 1483 [English]",history
work_10031,"Account of the creation of two Knights of the Garter, 1543 [Middle English]",history
work_10032,"Account of the declaration of war made by Francis I of France and Henry VIII of England against the Emperor Charles V at Bourges, 22nd - 27th Jan. 1527/8 [Middle French]",history
work_10033,Account of drachmas [Greek],documents
work_10034,Account of Edward III's expeditions to Scotland in 1335 and 1350 [Middle English],history
work_10035,Account of events in Lombardy from 572 - c. 575 [Latin],history
work_10036,Account of expenditure on foodstuffs (?) [Greek],documents
work_10037,"Account of the foundation of the abbey of St. Mary, Dore [Latin]",history
work_10038,Account of founders of English monastic houses before the Conquest [Latin],"history, monasticism_and_religious_orders"
work_10039,"Account of the funeral of Elizabeth of York, 1503 [English]",history
work_1004,"Frédol, Bérenger, –1323: Summula in foro poenitentiali [Latin]",theology
work_1004,"Frédol, Bérenger, –1323: Summula in foro poenitentiali [Latin]",theology
work_1004,"Frédol, Bérenger, –1323: Summula in foro poenitentiali [Latin]",theology
work_1004,"Frédol, Bérenger, –1323: Summula in foro poenitentiali [Latin]",theology
work_1004,"Frédol, Bérenger, –1323: Summula in foro poenitentiali [Latin]",theology
work_1004,"Frédol, Bérenger, –1323: Summula in foro poenitentiali [Latin]",theology
work_10040,Account of the induction of John Radcliff into the Order of the Garter [English],history
work_10041,Account of the martyrdon of two Franciscans in Palestine in 1321 [Latin],"history, monasticism_and_religious_orders"
work_10042,"Account of military expenses of Henry VIII's and Edward VI's wars, 1538–1552 [English]",documents
work_10044,Account of money [Greek],documents
work_10045,"Account of payment to the vicar of St. George's College, Windsor [Latin]",documents
work_10046,Account of payments [Greek],documents
work_10046,Account of payments [Greek],documents
work_10046,Account of payments [Greek],documents
work_10046,Account of payments [Greek],documents
work_10047,Account of payments and expenditure [Greek],documents
work_10048,Account of payments for a tax [Greek],documents
work_10049,Account of payments for tribute (phorologia) [Greek],documents
work_1005,"Berengarius, Turonensis, 1010–1088: Recantation [Latin]",theology
work_10050,Account of payments made in connection with buildings [Greek],documents
work_10051,Account of Queen Elizabeth I's demisable revenue [English],documents
work_10052,"Account of relics, etc., in the churches of Rome [Latin]",geography
work_10053,Account of the resignation of Richard II [Latin],history
work_10054,Account of revenues [Greek],documents
work_10055,"Account of the rights and duties of the Constable and Marshall of England, 1377–86 [Middle English]",history
work_10056,"Account of Robert Gringore, receiver of Thury, 1458–9 [Middle French]",documents
work_10057,"Account of Sir John Williams, treasurer of the jewels of Henry VIII [English]",documents
work_10058,Account of wine for a birthday [Greek],documents
work_10059,Account of work on embankments [Greek],documents
work_1006,"Frédol, Bérenger, –1323: Oculus copiose [Latin]",law
work_10060,Account or register [Greek],documents
work_10061,Account-book [Greek],documents
work_10062,Accounts (?) [Greek],documents
work_10063,Accounts (?) [Latin],documents
work_10064,Accounts (?) [Middle Dutch],documents
work_10065,Accounts [Arabic],documents
work_10066,Accounts [English],documents
work_10067,Accounts [German],documents
work_10068,Accounts [Greek],documents
work_10068,Accounts [Greek],documents
work_10068,Accounts [Greek],documents
work_10068,Accounts [Greek],documents
work_10068,Accounts [Greek],documents
work_10068,Accounts [Greek],documents
work_10068,Accounts [Greek],documents
work_10068,Accounts [Greek],documents
work_10068,Accounts [Greek],documents
work_10068,Accounts [Greek],documents
work_10068,Accounts [Greek],documents
work_10069,Accounts for joiner's work [Latin],documents
work_1007,"Berengaudus, Ferrariensis, ca. 859: Commentary on Apocalypse [Latin]",bible
work_1007,"Berengaudus, Ferrariensis, ca. 859: Commentary on Apocalypse [Latin]",bible
work_1007,"Berengaudus, Ferrariensis, ca. 859: Commentary on Apocalypse [Latin]",bible
work_1007,"Berengaudus, Ferrariensis, ca. 859: Commentary on Apocalypse [Latin]",bible
work_1007,"Berengaudus, Ferrariensis, ca. 859: Commentary on Apocalypse [Latin]",bible
work_1007,"Berengaudus, Ferrariensis, ca. 859: Commentary on Apocalypse [Latin]",bible
work_1007,"Berengaudus, Ferrariensis, ca. 859: Commentary on Apocalypse [Latin]",bible
work_1007,"Berengaudus, Ferrariensis, ca. 859: Commentary on Apocalypse [Latin]",bible
work_10070,Accounts of the Church of St. Aignan at Orleans [Middle French],documents
work_10071,Accounts of the Controller of Queen Elizabeth's household [Latin],documents
work_10072,Accounts of parts of the earldom of the Marches [Latin],documents
work_10073,Accounts of payments made by lessees of farms [Greek],documents
work_10074,Accounts of payments of grain [Greek],documents
work_10075,"Accounts of Prior Robert Wymondham of Hickling Priory, Norfolk, acting as cellarer, 1509–1522, with some later Hickling materials [Latin and English]",documents
work_10076,"Accounts of the receipts and expenditure of the Bede-House or hospital of William Brown at Stamford, Lincolnshire [Latin and English]","monasticism_and_religious_orders, documents"
work_10077,Accounts relating to the king's works [Latin],documents
work_10078,Acknowledgement of a debt of 22 loads of oakum [Greek],documents
work_10079,Acknowledgement of debt by Flavius Psensoerius to Johannes [Greek],documents
work_10079,Acknowledgement of debt by Flavius Psensoerius to Johannes [Greek],documents
work_1008,"Bernard, of Clairvaux, Saint, 1090 or 1091–1153: Epistola ad Leontinum [Latin]",theology
work_10080,Acknowledgement of debt by Theogenes to an oikonomos of the Arsinoites and a topogrammateus [Greek],documents
work_10081,Acknowledgement of payment for skins [Greek],documents
work_10082,Acknowledgement of payment in advance for wheat through the chief bank in Oxyrhynchus [Greek],documents
work_10083,Acknowledgement of the receipt of a corpse [Greek],documents
work_10084,"Acolouthia, canons and stichera [Greek]",liturgy
work_10085,"Act for the Attainder of Henry VI, 1461 [Middle English]","documents, law"
work_10086,"Act of Parliament, 1446 [Latin (?)]","documents, law"
work_10087,Acta Alexandrinorum (Acta Isidori) [Greek],"documents, law, hagiography"
work_10088,Acta diurna of an unknown corps stationed near Philadelphia [Latin],documents
work_10089,Acta Maximi [Greek],"documents, law, hagiography"
work_1009,"Bernardus, Abbot of Monte Cassino, –1282: Commentary on Regula S. Benedicti [Latin]","monasticism_and_religious_orders, theology"
work_10090,"Acta of the General Chapter of Augustinian Canons Regular held at Osney, Oxfordshire, 1443 [Latin]","law, monasticism_and_religious_orders"
work_10092,"Bible, New Testament, Acts, Catholic Epistles and Apocalypse with gloss [Latin]",bible
work_10093,"Bible, New Testament, Acts, Catholic Epistles, Pauline Epistles [Greek]",bible
work_10093,"Bible, New Testament, Acts, Catholic Epistles, Pauline Epistles [Greek]",bible
work_10093,"Bible, New Testament, Acts, Catholic Epistles, Pauline Epistles [Greek]",bible
work_10094,"Bible, Acts, Catholic Epistles, Revelation, Pauline Epistles [Greek]",bible
work_10096,"Bible, New Testament, Acts, with gloss [Latin]",bible
work_10096,"Bible, New Testament, Acts, with gloss [Latin]",bible
work_10096,"Bible, New Testament, Acts, with gloss [Latin]",bible
work_10096,"Bible, New Testament, Acts, with gloss [Latin]",bible
work_10096,"Bible, New Testament, Acts, with gloss [Latin]",bible
work_10096,"Bible, New Testament, Acts, with gloss [Latin]",bible
work_10096,"Bible, New Testament, Acts, with gloss [Latin]",bible
work_10096 work_17082,"Bible, New Testament, Acts, with gloss [Latin]; Bible, New Testament, Catholic Epistles, James, glossed [Latin]",bible
work_10097,"Bible, New Testament, Acts ('The Laudian Acts') [Greek and Latin]",bible
work_10098,"Bible, New Testament, Acts [Greek]",bible
work_10098,"Bible, New Testament, Acts [Greek]",bible
work_10098,"Bible, New Testament, Acts [Greek]",bible
work_10099,"Bible, New Testament, Acts [Latin]",bible
work_10099,"Bible, New Testament, Acts [Latin]",bible
work_10099,"Bible, New Testament, Acts [Latin]",bible
work_10099,"Bible, New Testament, Acts [Latin]",bible
work_101,"Lucian, of Samosata: Navis [Greek]",classical_literature
work_1010,"Bernardus, Abbot of Monte Cassino, –1282: Speculum monachorum [Latin]",monasticism_and_religious_orders
work_10100,"Bible, New Testament, Acts [Middle Dutch]",bible
work_10102,Acts of Church Councils [Greek],"clergy, law"
work_10103,Acts of the Council of Basel [Latin],clergy
work_10103,Acts of the Council of Basel [Latin],clergy
work_10104,"Acts of the Council of Constance, 1414–1417 [Latin]",clergy
work_10104,"Acts of the Council of Constance, 1414–1417 [Latin]",clergy
work_10105,Acts of the Council of Pisa [Latin],"clergy, law"
work_10106,"Acts of the dean and chapter of Lichfield Cathedral, 1321–84 [Latin]",documents
work_10107,Acts of the Ecclesiastical Councils of Toledo Collectio Hispana [Latin],"clergy, law"
work_10108,Acts of John [Greek],bible
work_10109,Acts of the Parliament of November 1487 [English],law
work_1011,"Bernardus Guidonis, Bishop of Lodève, 1261 or 1262–1331: Arbor genealogiae regum francorum [Latin]",history
work_10110,Acts of St. George [Greek],hagiography
work_10111,"Montagna, Leonardo, 1425 or 1426–1485: Poems [Latin]",literature
work_10113,Address and draft of an answer to the letter on the front [Greek],documents
work_10114,Aesopus moralisatus [Latin],grammar
work_10114,Aesopus moralisatus [Latin],grammar
work_10114,Aesopus moralisatus [Latin],grammar
work_10114,Aesopus moralisatus [Latin],grammar
work_10116,Affirmation of a contract of sale [Greek],documents
work_10117,"Agreement between doge Domenico Michiel, and the commune of Bari [Italian]",documents
work_10118,"Agreement between Richard Aston, lieutenant of Calais, Nicholas de Ryssheton, papal auditor, and John de Croft and Thomas Pykworth knights on the part of Henry IV of England, and 'Baugoys Darly', Vidame of Amiens, and Guillaume de Halewyn, knights, and others, on the part of Margaret, Duchess of Burgundy, upon the manner of conducting negotiations for a commercial agreement [Middle French]",documents
work_10119,Agreement to be surety [Greek],documents
work_1012,"Bernardus Guidonis, Bishop of Lodève, 1261 or 1262–1331: Flores cronicorum seu cathologus pontificum romanorum [Latin]",history
work_10120,Agreement to lease [Greek],documents
work_10121,Agricultural and prognostic almanac in six pieces [Middle English and Latin],history
work_10122,Aimery de Narbonne [Old French],literature
work_10123,Akathistos hymn (Latin adaptation) [Latin],liturgy
work_10124,Akolouthiai from liturgical texts of the Greek church [Greek],liturgy
work_10124,Akolouthiai from liturgical texts of the Greek church [Greek],liturgy
work_10125,Album amicorum [German],
work_10126,"Album amicorum of Jan van der Deck [German, Italian, Latin, and Middle French]",literature
work_10127,Album amicorum of Paul van Dale [Italian and Latin],
work_10128,Alchemical (?) recipes [Latin],science
work_1013,"Bernardus Guidonis, Bishop of Lodève, 1261 or 1262–1331: Libellus de doctrina christiana [Latin]",theology
work_10131,Alchemical collections [Latin and English],science
work_10132,Alchemical collections of John Dee [English and Latin],science
work_10133,Alchemical collections of Richard Walton (b. 1519) [English],science
work_10135,Alchemical extracts [Latin and English],science
work_10137,"Alchemical, legal and astronomical treatises [Latin and Italian]","science, law"
work_10138,"Alchemical, medical and other recipes [Middle English]","science, medicine"
work_10139,Alchemical notes and recipes [Latin and Middle English],science
work_1014,Bernard Silvestris: Megacosmus [Latin],philosophy
work_1014,Bernard Silvestris: Megacosmus [Latin],philosophy
work_10140,"Alchemical poems, recipes and notes [Latin and Middle English]","science, literature"
work_10141,Alchemical recipes [Middle English and Latin],science
work_10141,Alchemical recipes [Middle English and Latin],science
work_10142,Alchemical recipes [Latin and Middle French],science
work_10142,Alchemical recipes [Latin and Middle French],science
work_10143,Alchemical recipes [Latin],science
work_10143,Alchemical recipes [Latin],science
work_10143,Alchemical recipes [Latin],science
work_10143,Alchemical recipes [Latin],science
work_10144,Alchemical recipes and excerpts [Middle English and Latin],science
work_10145,"Alchemical recipes and notes [Latin, Middle English, Middle French and Spanish]",science
work_10147,Alchemical treatises [English and Middle French],science
work_10148,Alchemical treatises [English and Latin],science
work_10148,Alchemical treatises [English and Latin],science
work_10148,Alchemical treatises [English and Latin],science
work_10148,Alchemical treatises [English and Latin],science
work_10148,Alchemical treatises [English and Latin],science
work_10148,Alchemical treatises [English and Latin],science
work_10148,Alchemical treatises [English and Latin],science
work_10149,Alchemy (unidentified or unspecified texts) [English],science
work_10149,Alchemy (unidentified or unspecified texts) [English],science
work_10149,Alchemy (unidentified or unspecified texts) [English],science
work_10149,Alchemy (unidentified or unspecified texts) [English],science
work_10149,Alchemy (unidentified or unspecified texts) [English],science
work_10149,Alchemy (unidentified or unspecified texts) [English],science
work_10149,Alchemy (unidentified or unspecified texts) [English],science
work_10149,Alchemy (unidentified or unspecified texts) [English],science
work_10149,Alchemy (unidentified or unspecified texts) [English],science
work_10149,Alchemy (unidentified or unspecified texts) [English],science
work_10149,Alchemy (unidentified or unspecified texts) [English],science
work_10149,Alchemy (unidentified or unspecified texts) [English],science
work_10149,Alchemy (unidentified or unspecified texts) [English],science
work_1015,Bernard Silvestris: Microcosmus [Latin],philosophy
work_10150,Alchemy (unidentified or unspecified texts) [Middle French],science
work_10150,Alchemy (unidentified or unspecified texts) [Middle French],science
work_10151,Alchemy (unidentified or unspecified texts) [Greek],science
work_10151,Alchemy (unidentified or unspecified texts) [Greek],science
work_10151,Alchemy (unidentified or unspecified texts) [Greek],science
work_10152,Alchemical treatises [Latin and English],science
work_10152,Alchemical treatises [Latin and English],science
work_10152,Alchemical treatises [Latin and English],science
work_10153,Alchemical treatises [Latin and Middle French],science
work_10153,Alchemical treatises [Latin and Middle French],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10154,Alchemy (unidentified or unspecified texts) [Latin],science
work_10155,Alchemical texts and experiments [Middle English and Latin],science
work_10157,Alchemical texts and recipes [English and Latin],science
work_10158,Alchemical treatise (Liber Aureus) [Latin],science
work_1016,"Bernard, de Gordon, approximately 1260–approximately 1318: De gradibus [Latin]",medicine
work_1016,"Bernard, de Gordon, approximately 1260–approximately 1318: De gradibus [Latin]",medicine
work_10160,Alchemical treatises and poems [Latin and English],"literature, science"
work_10161,Alchemical treatises and verse [Latin and Middle English],"literature, science"
work_10162,Alchemical works [Italian],science
work_10164,Alexander and Dindimus [Middle English],literature
work_10165,Alexandri Magni vita et res gestae [modern Greek],literature
work_10166,Alimoniae caelestis promptuarium [Latin],theology
work_10167,Aliscans [Old French],literature
work_10168,"Allegorical applications of ten scenes from the Old Testament and two from ancient history to the Christian Church, addressed to Charles VIII of France [Middle French]","clergy, bible, history"
work_1017,"Bernard, de Gordon, approximately 1260–approximately 1318: De ingenio sanitatis [Latin]",medicine
work_1017,"Bernard, de Gordon, approximately 1260–approximately 1318: De ingenio sanitatis [Latin]",medicine
work_10170,Allegorical exposition on the Magnificat [Latin],"theology, hagiography"
work_10171,Allegorical exposition on the monster of Daniel chap. 7 [Latin],bible
work_10172,Allegorical exposition on the three arrows shot by Jonathan (1 Sam.20.20) [Latin],"bible, theology"
work_10173,Allegorical expositions [Latin],theology
work_10174,Alliterative poem [Middle English],literature
work_10175,Almanac and runic calendar [Latin],science
work_10176,Alphabet [Latin],grammar
work_10179,"Alphabetical list of medicinal plants with short descriptions [Latin, Middle English, and Anglo-Norman]",medicine
work_1018,"Bernard, de Gordon, approximately 1260–approximately 1318: Liber prognosticorum [Latin]",medicine
work_1018,"Bernard, de Gordon, approximately 1260–approximately 1318: Liber prognosticorum [Latin]",medicine
work_1018,"Bernard, de Gordon, approximately 1260–approximately 1318: Liber prognosticorum [Latin]",medicine
work_10181,Alphabetical word list (letter pi) [Greek],grammar
work_10182,Alphita [Latin],medicine
work_10182,Alphita [Latin],medicine
work_10183,Altercatio Adriani et Epicteti [Latin],literature
work_10183,Altercatio Adriani et Epicteti [Latin],literature
work_10184,Altobello e re Trojano [Italian],literature
work_10185,Amis and Amiloun [Middle English],literature
work_10186,Ancrene Riwle [Middle English],monasticism_and_religious_orders
work_10186,Ancrene Riwle [Middle English],monasticism_and_religious_orders
work_10187,Anima Christi [Latin],christian_literature
work_10187,Anima Christi [Latin],christian_literature
work_10188,Annales Angliae [Latin],history
work_10189,Annales Paulini [Latin],history
work_1019,"Bernard, de Gordon, approximately 1260–approximately 1318: Lilium medicinae [Latin]",medicine
work_1019,"Bernard, de Gordon, approximately 1260–approximately 1318: Lilium medicinae [Latin]",medicine
work_1019,"Bernard, de Gordon, approximately 1260–approximately 1318: Lilium medicinae [Latin]",medicine
work_1019,"Bernard, de Gordon, approximately 1260–approximately 1318: Lilium medicinae [Latin]",medicine
work_1019,"Bernard, de Gordon, approximately 1260–approximately 1318: Lilium medicinae [Latin]",medicine
work_10190,"Annals, 1307–56 [Latin]",history
work_10191,"Annals, 1341–63 [Latin]",history
work_10192,"Annals of St Mary's Abbey, York, 1258–1326 [Latin]","monasticism_and_religious_orders, documents, history"
work_10193,"Annals of the first crusade and of English events, 1095–1118 [Latin]",history
work_10194,The Annals of Inisfallen [Irish and Latin],history
work_10195,"Annals of Ireland, 1162–1370 [Latin]",history
work_10196,Annals of Tigernach [Irish],history
work_10197,The Annals of Ulster [Latin and Irish],history
work_10198,Announcement of a birth [Latin],documents
work_10199,Anthologia Palatina [Greek],literature
work_102,"Gregorius, Nazianzenus, 329–390: In Gregorium Nyssenum (or. 11) [Greek]",sermons
work_102,"Gregorius, Nazianzenus, 329–390: In Gregorium Nyssenum (or. 11) [Greek]",sermons
work_1020,"Bernard, de Gordon, approximately 1260–approximately 1318: Works [Latin]",medicine
work_1020,"Bernard, de Gordon, approximately 1260–approximately 1318: Works [Latin]",medicine
work_1020,"Bernard, de Gordon, approximately 1260–approximately 1318: Works [Latin]",medicine
work_10200,Anthologion [Greek],liturgy
work_10202,Anthology of ascetic theological texts [Greek],"literature, theology"
work_10203,Anti-fraternal extracts [Latin],monasticism_and_religious_orders
work_10204,Antichretic loan [Greek],documents
work_10205,Antidotarium Nicholai [Latin],medicine
work_10205,Antidotarium Nicholai [Latin],medicine
work_10205,Antidotarium Nicholai [Latin],medicine
work_10205,Antidotarium Nicholai [Latin],medicine
work_10205,Antidotarium Nicholai [Latin],medicine
work_10205,Antidotarium Nicholai [Latin],medicine
work_10205,Antidotarium Nicholai [Latin],medicine
work_10205,Antidotarium Nicholai [Latin],medicine
work_10205,Antidotarium Nicholai [Latin],medicine
work_10205,Antidotarium Nicholai [Latin],medicine
work_10206,Antiphonal (Dominical) [Latin],liturgy
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10207,Antiphonal [Latin],"liturgy, music"
work_10209,"Antiphonal, Cistercian use [Latin]",liturgy
work_1021,"Bernard, of Clairvaux, Saint, 1090 or 1091–1153: (extracts) [Latin]",theology
work_10210,"Antiphonal, monastic (?) [Latin]",liturgy
work_10211,Antiphonal or Gradual [Latin],liturgy
work_10211,Antiphonal or Gradual [Latin],liturgy
work_10211,Antiphonal or Gradual [Latin],liturgy
work_10212,"Antiphonal, Use of Hereford (?) [Latin]",liturgy
work_10212,"Antiphonal, Use of Hereford (?) [Latin]",liturgy
work_10213,"Antiphonal, Use of Sarum (?) [Latin]",liturgy
work_10214,"Antiphonal, Use of Sarum [Latin]",liturgy
work_10214,"Antiphonal, Use of Sarum [Latin]",liturgy
work_10214,"Antiphonal, Use of Sarum [Latin]",liturgy
work_10214,"Antiphonal, Use of Sarum [Latin]",liturgy
work_10214,"Antiphonal, Use of Sarum [Latin]",liturgy
work_10214,"Antiphonal, Use of Sarum [Latin]",liturgy
work_10215,"Antiphonal, Use of Würzburg [Latin]",liturgy
work_10216,Antiphonal (noted) [Latin],liturgy
work_10216,Antiphonal (noted) [Latin],liturgy
work_10216,Antiphonal (noted) [Latin],liturgy
work_10219,Antiphonals (fragments) [Latin],liturgy
work_1022,"Bernard, of Clairvaux, Saint, 1090 or 1091–1153: Apologia ad Guillelmum abbatem [Latin]",theology
work_1022,"Bernard, of Clairvaux, Saint, 1090 or 1091–1153: Apologia ad Guillelmum abbatem [Latin]",theology
work_1022,"Bernard, of Clairvaux, Saint, 1090 or 1091–1153: Apologia ad Guillelmum abbatem [Latin]",theology
work_1022,"Bernard, of Clairvaux, Saint, 1090 or 1091–1153: Apologia ad Guillelmum abbatem [Latin]",theology
work_1022,"Bernard, of Clairvaux, Saint, 1090 or 1091–1153: Apologia ad Guillelmum abbatem [Latin]",theology
work_1022,"Bernard, of Clairvaux, Saint, 1090 or 1091–1153: Apologia ad Guillelmum abbatem [Latin]",theology
work_1022,"Bernard, of Clairvaux, Saint, 1090 or 1091–1153: Apologia ad Guillelmum abbatem [Latin]",theology
work_10220,Antiphons [Latin],liturgy
work_10221,"Antiphons, harmonized [Latin]",liturgy
work_10222,Antiquarian and historical collections [Latin],"history, documents"
work_10223,"Bible, New Testament, Apocalypse [Anglo-Norman]",bible
work_10224,"Bible, New Testament, Apocalypse [Middle English]",bible
work_10225,"Bible, New Testament, Apocalypse with commentary (French prose Apocalypse) [Anglo-Norman]",bible
work_10225,"Bible, New Testament, Apocalypse with commentary (French prose Apocalypse) [Anglo-Norman]",bible
