Source,Target,Type,Label
work_10002,work_1714,Undirected,MS_Douce_365
work_10002,work_15369,Undirected,MS_Douce_365
work_10002,work_13324,Undirected,MS_Douce_365
work_10002,work_3109,Undirected,MS_Douce_365
work_10002,work_4119,Undirected,MS_Douce_365
work_10002,work_15368,Undirected,MS_Douce_365
work_10002,work_11673,Undirected,MS_Douce_365
work_10002,work_3675,Undirected,MS_Douce_365
work_10014,work_12636,Undirected,MS_Gr_class_e_38_P
work_10014,work_11583,Undirected,MS_Gr_class_f_21_P
work_10029,work_15123,Undirected,MS_Eng_hist_e_29
work_10029,work_10034,Undirected,MS_Eng_hist_e_29
work_10029,work_10055,Undirected,MS_Eng_hist_e_29
work_10039,work_10030,Undirected,MS_Eng_hist_b_211
work_1004,work_14999,Undirected,MS_Rawl_A_429
work_1004,work_15246,Undirected,MS_Rawl_A_429
work_1004,work_15091,Undirected,MS_Rawl_A_429
work_1004,work_12151,Undirected,MS_Rawl_A_429
work_1004,work_13862,Undirected,MS_Rawl_A_429
work_1004,work_15160,Undirected,MS_e_Mus_161
work_1004,work_13181,Undirected,MS_Rawl_A_429
work_1004,work_13860,Undirected,MS_Rawl_A_429
work_1004,work_2808,Undirected,MS_Rawl_A_429
work_1004,work_15308,Undirected,MS_e_Mus_161
work_10046,work_11583,Undirected,MS_Gr_class_e_59_P-part1
work_10068,work_11421,Undirected,MS_Gr_class_d_60_P
work_1007,work_3363,Undirected,St_Johns_College_MS_73
work_1007,work_14563,Undirected,MS_Douce_330
work_1007,work_1211,Undirected,Trinity_College_MS_34
work_1007,work_2649,Undirected,MS_Douce_330
work_1009,work_12044,Undirected,MS_Canon_Misc_313
work_1009,work_1010,Undirected,MS_Canon_Misc_313
work_10096,work_10852,Undirected,MS_Auct_D_1_11
work_10096,work_10852,Undirected,MS_Auct_D_1_12
work_10096,work_10227,Undirected,MS_Auct_D_1_11
work_10096,work_310,Undirected,MS_Digby_151
work_10096,work_10230,Undirected,MS_Auct_D_1_12
work_10096,work_12039,Undirected,MS_Digby_151
work_10096,work_15232,Undirected,MS_Digby_151
work_10096,work_2089,Undirected,MS_Digby_151
work_10098,work_14703,Undirected,MS_E_D_Clarke_9
work_10098,work_10851,Undirected,MS_E_D_Clarke_9
work_10099,work_10227,Undirected,MS_Laud_Misc_87-part2
work_10103,work_15240,Undirected,MS_Digby_66
work_10103,work_1983,Undirected,MS_Digby_66
work_10103,work_6551,Undirected,MS_Hamilton_54-part17
work_10103,work_6552,Undirected,MS_Hamilton_54-part17
work_1012,work_4002,Undirected,MS_Holkham_misc_26
work_1012,work_1926,Undirected,MS_Holkham_misc_26
work_10124,work_933,Undirected,MS_Auct_T_6_1
work_10124,work_2678,Undirected,MS_Auct_T_6_1
work_10128,work_12208,Undirected,MS_Rawl_C_212
work_10143,work_4112,Undirected,MS_Bodl_177-part4
work_10143,work_10409,Undirected,MS_Rawl_C_486
work_10143,work_15133,Undirected,MS_Rawl_C_486
work_10143,work_15018,Undirected,MS_Bodl_177-part4
work_10143,work_6060,Undirected,MS_Bodl_177-part4
work_10143,work_3626,Undirected,MS_Bodl_177-part4
work_10143,work_10396,Undirected,MS_Bodl_177-part4
work_10143,work_13951,Undirected,MS_Bodl_177-part4
work_10143,work_343,Undirected,MS_Digby_119-part1
work_10143,work_14950,Undirected,MS_Bodl_177-part4
work_10143,work_10154,Undirected,MS_Digby_119-part1
work_10144,work_2531,Undirected,MS_Fairfax_22
work_10152,work_11988,Undirected,MS_Ashmole_1448-part1
work_10153,work_10142,Undirected,MS_Digby_164-part2
work_10153,work_10142,Undirected,MS_Digby_164-part1
work_10153,work_1079,Undirected,MS_Digby_164-part2
work_10153,work_3865,Undirected,MS_Digby_164-part2
work_10154,work_13221,Undirected,MSS_Ashmole_1457-8
work_10154,work_14235,Undirected,MSS_Ashmole_1457-8
work_10154,work_10149,Undirected,MSS_Ashmole_1457-8
work_10154,work_177,Undirected,MS_Digby_162
work_10154,work_12806,Undirected,MS_Digby_162
work_10154,work_13131,Undirected,MS_Digby_162
work_10154,work_13232,Undirected,MS_Digby_162
work_10154,work_13232,Undirected,MSS_Ashmole_1457-8
work_10154,work_14685,Undirected,MS_Digby_71-part4
work_10154,work_1063,Undirected,MS_Canon_Misc_312
work_10154,work_10154,Undirected,MS_Ashmole_1441
work_10154,work_6764,Undirected,MS_Ashmole_1450-part5
work_10154,work_4975,Undirected,MS_Digby_119-part2
work_10154,work_13206,Undirected,MS_Ashmole_1451-part1
work_10154,work_6714,Undirected,MS_Ashmole_1441
work_10154,work_6713,Undirected,MS_Ashmole_1441
work_10154,work_10154,Undirected,MS_Ashmole_1450-part5
work_10154,work_10149,Undirected,MS_Ashmole_1441
work_10154,work_4101,Undirected,MS_Ashmole_1441
work_10154,work_4101,Undirected,MS_Ashmole_1441
work_10154,work_10154,Undirected,MS_Ashmole_1441
work_10154,work_10154,Undirected,MS_Ashmole_1441
work_10154,work_6715,Undirected,MS_Ashmole_1441
work_10154,work_10154,Undirected,MS_Ashmole_1441
work_10154,work_10149,Undirected,MS_Ashmole_1441
work_10154,work_13947,Undirected,MS_Canon_Misc_316
work_10157,work_13205,Undirected,MS_Ashmole_1486-part1
work_10158,work_10140,Undirected,MS_Ashmole_1423-part6
work_1016,work_1018,Undirected,MS_Digby_104-part9
work_1016,work_1017,Undirected,MS_Digby_104-part9
work_10160,work_12154,Undirected,MS_e_Mus_63-part2
work_10162,work_14236,Undirected,MS_Canon_Ital_185
work_10162,work_15463,Undirected,MS_Canon_Ital_185
work_10166,work_15604,Undirected,MS_Canon_Misc_348
work_10168,work_16064,Undirected,MS_Rawl_A_417
work_10183,work_11846,Undirected,MS_Bywater_17
work_10183,work_11846,Undirected,MS_Bywater_17
work_10185,work_14342,Undirected,MS_Douce_326
work_1019,work_1018,Undirected,MS_Laud_Misc_703
work_10193,work_14034,Undirected,MS_Bodl_452-part2
work_1020,work_1658,Undirected,MS_Canon_Misc_455
work_1020,work_13232,Undirected,MS_Canon_Misc_455
work_1020,work_3605,Undirected,MS_Canon_Misc_455
work_1020,work_14255,Undirected,MS_Canon_Misc_455
work_1020,work_3635,Undirected,MS_Canon_Misc_411
work_10205,work_3133,Undirected,MS_Rawl_C_184
work_10205,work_13209,Undirected,MS_Canon_Misc_344
work_10215,work_12325,Undirected,MS_Laud_Misc_284-partA
work_10223,work_13863,Undirected,MS_Fr_e_22
work_10225,work_10227,Undirected,MS_Douce_180
work_10226,work_16913,Undirected,MS_Auct_D_4_14
work_10226,work_16913,Undirected,MS_Ashmole_753
work_10227,work_1944,Undirected,MS_Auct_D_inf_2_8
work_10230,work_1007,Undirected,MS_Auct_D_4_12-part1
work_10230,work_14660,Undirected,MS_Auct_D_4_12-part1
work_1024,work_7321,Undirected,MS_Laud_Misc_212
work_1024,work_4974,Undirected,St_Johns_College_MS_98-part7
work_1024,work_5832,Undirected,St_Johns_College_MS_98-part7
work_1024,work_1032,Undirected,MS_Rawl_C_286
work_1024,work_1026,Undirected,MS_Rawl_C_286
work_1024,work_6230,Undirected,MS_Laud_Misc_212
work_1024,work_5785,Undirected,Merton_College_MS_42
work_1024,work_1022,Undirected,MS_Laud_Misc_212
work_1024,work_14583,Undirected,MS_Canon_Pat_Lat_94
work_1024,work_1027,Undirected,MS_Canon_Pat_Lat_94
work_1024,work_4987,Undirected,MS_Laud_Misc_227
work_1024,work_1040,Undirected,MS_Laud_Misc_227
work_1024,work_1026,Undirected,MS_Laud_Misc_227
work_1024,work_1027,Undirected,MS_Rawl_C_286
work_1024,work_1041,Undirected,MS_Bodl_168
work_1024,work_14583,Undirected,MS_Rawl_C_286
work_1024,work_1036,Undirected,MS_Bodl_168
work_1024,work_1032,Undirected,MS_Laud_Misc_212
work_1024,work_1026,Undirected,MS_Laud_Misc_212
work_1024,work_6293,Undirected,MS_Bodl_168
work_1024,work_6227,Undirected,MS_Laud_Misc_212
work_1024,work_1022,Undirected,MS_Rawl_C_286
work_1024,work_1027,Undirected,MS_Laud_Misc_212
work_1024,work_1040,Undirected,MS_Laud_Misc_212
work_1024,work_1030,Undirected,MS_Laud_Misc_212
work_1024,work_1054,Undirected,MS_Laud_Misc_212
work_1024,work_1028,Undirected,MS_Laud_Misc_212
work_1024,work_5094,Undirected,MS_Bodl_168
work_1024,work_1914,Undirected,MS_Laud_Misc_212
work_1024,work_6228,Undirected,MS_Laud_Misc_212
work_10241,work_7609,Undirected,MS_Digby_166-part6
work_10241,work_5064,Undirected,MS_Bodl_57-partL
work_10241,work_12907,Undirected,MS_Digby_166-part6
work_10241,work_11440,Undirected,MS_Digby_166-part6
work_1026,work_5102,Undirected,MS_Laud_Misc_507
work_1026,work_1024,Undirected,MS_Laud_Misc_507
work_1026,work_1027,Undirected,MS_Laud_Misc_507
work_1026,work_1030,Undirected,MS_Laud_Misc_507
work_1026,work_12322,Undirected,MS_Laud_Misc_507
work_1026,work_6227,Undirected,MS_Laud_Misc_507
work_1027,work_1030,Undirected,MS_Digby_33-part2
work_10273,work_14984,Undirected,MS_Rawl_poet_145
work_10273,work_11295,Undirected,MS_Rawl_poet_145
work_10273,work_14633,Undirected,MS_Rawl_poet_145
work_10277,work_4365,Undirected,MS_Digby_190-part9
work_10277,work_2590,Undirected,MS_Digby_190-part9
work_10277,work_2592,Undirected,MS_Ashmole_1285-part5
work_10277,work_411,Undirected,MS_Ashmole_1285-part5
work_10277,work_14971,Undirected,MS_Ashmole_1285-part5
work_10277,work_4360,Undirected,MS_Digby_190-part9
work_10278,work_409,Undirected,MS_Ashmole_360-part2
work_10291,work_12744,Undirected,MS_Ash_Rolls_33-part1
work_1030,work_1036,Undirected,MS_Bodl_633-part1
work_1030,work_1041,Undirected,MS_Bodl_633-part1
work_1030,work_1034,Undirected,MS_Lat_th_f_15
work_10302,work_4646,Undirected,MS_Canon_Gr_15
work_10302,work_2220,Undirected,MS_Laud_Gr_84
work_10302,work_1387,Undirected,MS_Laud_Gr_84
work_10302,work_3083,Undirected,MS_Laud_Gr_84
work_10302,work_498,Undirected,MS_Laud_Gr_84
work_10302,work_2680,Undirected,MS_Laud_Gr_84
work_10302,work_1468,Undirected,MS_Laud_Gr_84
work_10302,work_2637,Undirected,MS_Cromwell_18
work_10302,work_3436,Undirected,MS_Cromwell_18
work_10302,work_1704,Undirected,MS_Cromwell_18
work_10302,work_3205,Undirected,MS_Cromwell_18
work_10302,work_2074,Undirected,MS_Cromwell_18
work_10302,work_876,Undirected,MS_Cromwell_18
work_10302,work_1427,Undirected,MS_Laud_Gr_84
work_10302,work_1387,Undirected,MS_Canon_Gr_15
work_10302,work_13056,Undirected,MS_Cromwell_18
work_10302,work_3659,Undirected,MS_Canon_Gr_15
work_10302,work_3156,Undirected,MS_Canon_Gr_15
work_10309,work_12380,Undirected,MS_Rawl_C_641-part2
work_10309,work_13100,Undirected,MS_Rawl_C_641-part2
work_10315,work_5025,Undirected,MS_Lyell_37
work_1032,work_13730,Undirected,MS_Bodl_530
work_1032,work_14583,Undirected,MS_Bodl_530
work_10323,work_4134,Undirected,MS_Lat_class_e_51
work_10323,work_197,Undirected,MS_Lat_class_e_51
work_10323,work_196,Undirected,MS_Lat_class_e_51
work_10323,work_198,Undirected,MS_Lat_class_e_51
work_10333,work_13881,Undirected,MS_Canon_Ital_38
work_10333,work_1219,Undirected,MS_Canon_Ital_38
work_10336,work_1956,Undirected,MS_Digby_97
work_10336,work_2480,Undirected,MS_Digby_97
work_10336,work_5120,Undirected,MS_Digby_97
work_10336,work_2782,Undirected,MS_Digby_97
work_10336,work_13156,Undirected,MS_Digby_97
work_10336,work_3179,Undirected,MS_Digby_97
work_10336,work_5026,Undirected,MS_Digby_97
work_10337,work_13205,Undirected,MS_Ashmole_343-part1
work_10338,work_14021,Undirected,MS_Ashmole_189-part2
work_10338,work_10338,Undirected,MS_Ashmole_189-part2
work_10338,work_14344,Undirected,MS_Ashmole_189-part2
work_10338,work_14021,Undirected,MS_Ashmole_189-part2
work_10338,work_13180,Undirected,MS_Ashmole_349-part2
work_10338,work_16500,Undirected,MS_Ashmole_189-part2
work_10340,work_4334,Undirected,MS_Digby_67-part1
work_10345,work_373,Undirected,MS_Digby_149-part10
work_10345,work_5595,Undirected,MS_Lyell_36
work_10345,work_2592,Undirected,MS_Lyell_36
work_10345,work_1076,Undirected,MS_Lyell_36
work_10345,work_10277,Undirected,MS_Lyell_36
work_10345,work_2767,Undirected,MS_Digby_57-part1
work_10345,work_15046,Undirected,MS_Lyell_36
work_10345,work_3653,Undirected,MS_Lyell_36
work_10345,work_15052,Undirected,MS_Lyell_36
work_10345,work_4262,Undirected,MS_Lyell_36
work_10345,work_14022,Undirected,MS_Lyell_36
work_10345,work_4457,Undirected,MS_Digby_149-part10
work_10345,work_3180,Undirected,MS_Digby_149-part10
work_10345,work_3181,Undirected,MS_Digby_149-part10
work_10351,work_4373,Undirected,MS_Digby_98-part5
work_10351,work_2592,Undirected,MS_Digby_98-part5
work_10356,work_10687,Undirected,MS_Tanner_192
work_10361,work_4373,Undirected,MS_Laud_Misc_644
work_10361,work_11177,Undirected,MS_Laud_Misc_644
work_10361,work_11176,Undirected,MS_Laud_Misc_644
work_10361,work_367,Undirected,MS_Laud_Misc_644
work_10361,work_427,Undirected,MS_Laud_Misc_644
work_10361,work_711,Undirected,MS_Laud_Misc_644
work_10361,work_4356,Undirected,MS_Laud_Misc_644
work_10361,work_10277,Undirected,MS_Laud_Misc_644
work_10361,work_4366,Undirected,MS_Laud_Misc_644
work_10361,work_15343,Undirected,MS_Laud_Misc_644
work_10372,work_10368,Undirected,MS_Lat_misc_d_88
work_10374,work_10392,Undirected,MS_Ashmole_340-part1
work_10382,work_179,Undirected,MS_Laud_Misc_594
work_10382,work_363,Undirected,MS_Laud_Misc_594
work_10382,work_363,Undirected,MS_Laud_Misc_594
work_10382,work_357,Undirected,MS_Laud_Misc_594
work_10382,work_10409,Undirected,MS_Laud_Misc_594
work_10382,work_4228,Undirected,MS_Laud_Misc_594
work_10382,work_4457,Undirected,MS_Laud_Misc_594
work_10382,work_2853,Undirected,MS_Laud_Misc_594
work_10382,work_4267,Undirected,MS_Laud_Misc_594
work_10382,work_3179,Undirected,MS_Laud_Misc_594
work_10382,work_14867,Undirected,MS_Laud_Misc_594
work_10386,work_14867,Undirected,MS_Laud_Misc_674
work_10386,work_2782,Undirected,MS_Laud_Misc_674
work_10393,work_14690,Undirected,MS_Barocci_63-part1
work_10393,work_3137,Undirected,MS_Barocci_63-part1
work_10396,work_15150,Undirected,MS_Digby_2
work_10396,work_13150,Undirected,MS_Digby_178-part1
work_10396,work_5077,Undirected,MS_Digby_2
work_10396,work_11870,Undirected,MS_Digby_2
work_10396,work_4251,Undirected,MS_Digby_2
work_10396,work_10409,Undirected,MS_Digby_122
work_10396,work_10687,Undirected,MS_Digby_2
work_10396,work_14518,Undirected,MS_Bodl_177-part2
work_10396,work_14347,Undirected,MS_Digby_2
work_10396,work_5078,Undirected,MS_Digby_2
work_10396,work_12151,Undirected,MS_Digby_2
work_10396,work_1481,Undirected,MS_Digby_178-part1
work_10396,work_4547,Undirected,MS_Digby_178-part1
work_10396,work_14971,Undirected,MS_Digby_2
work_10396,work_4442,Undirected,MS_Digby_2
work_10396,work_13084,Undirected,MS_Digby_2
work_104,work_8,Undirected,MS_Barocci_126
work_104,work_73,Undirected,MS_Barocci_126
work_104,work_1838,Undirected,MS_Barocci_126
work_104,work_52,Undirected,MS_Barocci_126
work_104,work_5,Undirected,MS_Barocci_126
work_104,work_86,Undirected,MS_Barocci_126
work_104,work_1838,Undirected,MS_Barocci_126
work_104,work_1812,Undirected,MS_Barocci_126
work_104,work_72,Undirected,MS_Barocci_126
work_104,work_3,Undirected,MS_Barocci_126
work_104,work_1838,Undirected,MS_Barocci_126
work_104,work_1812,Undirected,MS_Barocci_126
work_104,work_1812,Undirected,MS_Barocci_126
work_104,work_76,Undirected,MS_Barocci_126
work_104,work_1812,Undirected,MS_Barocci_126
work_104,work_130,Undirected,MS_Barocci_126
work_104,work_17,Undirected,MS_Barocci_126
work_104,work_93,Undirected,MS_Barocci_126
work_104,work_16,Undirected,MS_Barocci_126
work_104,work_134,Undirected,MS_Barocci_126
work_104,work_92,Undirected,MS_Barocci_126
work_104,work_6,Undirected,MS_Barocci_126
work_104,work_2,Undirected,MS_Barocci_126
work_104,work_74,Undirected,MS_Barocci_126
work_104,work_88,Undirected,MS_Barocci_126
work_104,work_7,Undirected,MS_Barocci_126
work_104,work_137,Undirected,MS_Barocci_126
work_104,work_138,Undirected,MS_Barocci_126
work_104,work_135,Undirected,MS_Barocci_126
work_104,work_9,Undirected,MS_Barocci_126
work_104,work_123,Undirected,MS_Barocci_126
work_104,work_82,Undirected,MS_Barocci_126
work_104,work_37,Undirected,MS_Barocci_126
work_104,work_129,Undirected,MS_Barocci_126
work_104,work_44,Undirected,MS_Barocci_126
work_104,work_136,Undirected,MS_Barocci_126
work_10401,work_371,Undirected,MS_Digby_68
work_10407,work_12049,Undirected,MS_DOrville_188
work_10407,work_5504,Undirected,MS_DOrville_188
work_10407,work_1493,Undirected,MS_Auct_F_3_25
work_10407,work_4682,Undirected,MS_Auct_F_3_25
work_10407,work_5505,Undirected,MS_DOrville_188
work_10407,work_4583,Undirected,MS_Auct_F_3_25
work_10407,work_3685,Undirected,MS_Auct_F_3_25
work_10407,work_2040,Undirected,MS_Auct_F_3_25
work_10407,work_11017,Undirected,MS_Barocci_100
work_10409,work_216,Undirected,MS_Digby_114-part4
work_10409,work_5119,Undirected,MS_Digby_114-part4
work_10409,work_4152,Undirected,MS_Digby_114-part4
work_10409,work_1669,Undirected,MS_Digby_161-part1
work_10409,work_15041,Undirected,MS_Digby_104-part6
work_10409,work_13232,Undirected,MS_Ashmole_345
work_10409,work_5026,Undirected,MS_Digby_92-part1
work_10409,work_218,Undirected,MS_Canon_Misc_109
work_10409,work_4225,Undirected,MS_Digby_57-part3
work_10409,work_3310,Undirected,MS_Digby_57-part4
work_10409,work_15044,Undirected,MS_Canon_Misc_569-part1
work_10409,work_14800,Undirected,MS_Ashmole_189-part4
work_10409,work_214,Undirected,MS_Canon_Misc_109
work_10409,work_215,Undirected,MS_Canon_Misc_109
work_10409,work_13875,Undirected,MS_Douce_45-part5
work_10409,work_14021,Undirected,MS_Ashmole_189-part4
work_10409,work_4106,Undirected,MS_Ashmole_189-part4
work_10409,work_10684,Undirected,MS_Ashmole_189-part4
work_10409,work_3859,Undirected,MS_Ashmole_189-part4
work_10409,work_10154,Undirected,MS_Selden_Supra_76
work_10409,work_11676,Undirected,MS_Canon_Misc_118
work_10409,work_12318,Undirected,MS_Ashmole_337-part3
work_10409,work_14022,Undirected,MS_Ashmole_345
work_10409,work_5026,Undirected,MS_Ashmole_191-part1
work_10409,work_612,Undirected,MS_Canon_Misc_118
work_10409,work_10687,Undirected,MS_Canon_Misc_118
work_1041,work_1041,Undirected,MS_Bodl_375
work_1041,work_1032,Undirected,MS_Bodl_375
work_1041,work_1041,Undirected,MS_Bodl_375
work_1041,work_5094,Undirected,MS_Bodl_375
work_1041,work_1022,Undirected,MS_Bodl_375
work_1041,work_1027,Undirected,MS_Bodl_375
work_10411,work_13233,Undirected,MS_Ashmole_393-part2
work_10413,work_14022,Undirected,MS_Ashmole_393-part1
work_10413,work_1228,Undirected,MS_Ashmole_393-part1
work_10413,work_13232,Undirected,MS_Ashmole_393-part1
work_10414,work_14021,Undirected,MS_Ashmole_189-part1
work_10416,work_3861,Undirected,MS_Digby_228
work_10416,work_4789,Undirected,MS_Digby_228
work_10416,work_3179,Undirected,MS_Digby_228
work_10416,work_4356,Undirected,MS_Digby_228
work_10416,work_367,Undirected,MS_Digby_228
work_10416,work_1676,Undirected,MS_Digby_228
work_10416,work_3825,Undirected,MS_Digby_228
work_10416,work_426,Undirected,MS_Digby_228
work_10416,work_2592,Undirected,MS_Digby_228
work_10416,work_1957,Undirected,MS_Digby_228
work_10416,work_2852,Undirected,MS_Digby_38
work_10416,work_3853,Undirected,MS_Digby_38
work_10416,work_3182,Undirected,MS_Digby_38
work_10416,work_411,Undirected,MS_Digby_228
work_10416,work_4457,Undirected,MS_Digby_38
work_10419,work_6439,Undirected,MS_Junius_121
work_10419,work_16332,Undirected,MS_Junius_121
work_10419,work_12092,Undirected,MS_Douce_258
work_10419,work_6440,Undirected,MS_Junius_121
work_10419,work_6440,Undirected,MS_Junius_121
work_10419,work_6440,Undirected,MS_Junius_121
work_10419,work_3997,Undirected,MS_Junius_121
work_10419,work_11994,Undirected,MS_Douce_258
work_10419,work_16329,Undirected,MS_Junius_121
work_10419,work_6440,Undirected,MS_Junius_121
work_10419,work_3998,Undirected,MS_Junius_121
work_10419,work_3998,Undirected,MS_Junius_121
work_10419,work_249,Undirected,MS_Junius_121
work_10419,work_249,Undirected,MS_Junius_121
work_10419,work_249,Undirected,MS_Junius_121
work_10419,work_249,Undirected,MS_Junius_121
work_10419,work_3997,Undirected,MS_Junius_121
work_10419,work_16333,Undirected,MS_Junius_121
work_10419,work_6439,Undirected,MS_Junius_121
work_10419,work_249,Undirected,MS_Junius_121
work_10419,work_16333,Undirected,MS_Junius_121
work_10419,work_6442,Undirected,MS_Junius_121
work_10419,work_6441,Undirected,MS_Junius_121
work_10419,work_16333,Undirected,MS_Junius_121
work_10419,work_3997,Undirected,MS_Junius_121
work_10419,work_16329,Undirected,MS_Junius_121
work_10419,work_6443,Undirected,MS_Junius_121
work_10419,work_6439,Undirected,MS_Junius_121
work_10426,work_3496,Undirected,MS_Wood_empt_13
work_10426,work_3496,Undirected,MS_Wood_empt_13
work_10426,work_403,Undirected,MS_Wood_empt_13
work_10435,work_11467,Undirected,MS_Gr_class_e_70_P-part1
work_10438,work_4652,Undirected,MS_Digby_39-part6
work_10439,work_15494,Undirected,MS_Rawl_D_1131
work_10444,work_3824,Undirected,MS_Canon_Misc_81
work_10444,work_10154,Undirected,MS_Canon_Misc_81
work_10445,work_12330,Undirected,MS_Tanner_110
work_10445,work_15330,Undirected,MS_Tanner_110
work_10445,work_14583,Undirected,MS_Tanner_110
work_10447,work_4714,Undirected,MS_Selden_Supra_15
work_10447,work_2477,Undirected,MS_Selden_Supra_15
work_10447,work_14517,Undirected,MS_Selden_Supra_15
work_10448,work_2257,Undirected,MS_Bodl_533
work_10448,work_3362,Undirected,MS_Douce_88-part2
work_10448,work_15205,Undirected,MS_Rawl_C_77-part1
work_10448,work_3861,Undirected,St_Johns_College_MS_178-part5
work_10448,work_15167,Undirected,MS_Douce_88-part2
work_10448,work_12893,Undirected,MS_Douce_88-part2
work_10448,work_12263,Undirected,MS_Douce_88-part2
work_10448,work_14583,Undirected,MS_Rawl_C_77-part1
work_10448,work_2112,Undirected,MS_Bodl_602-part1
work_10448,work_2257,Undirected,MS_Ashmole_1511
work_10451,work_10451,Undirected,MS_Laud_Misc_182
work_10455,work_2427,Undirected,MS_Rawl_G_161
work_10455,work_16033,Undirected,MS_Rawl_G_14
work_10455,work_10687,Undirected,MS_Rawl_G_15
work_10455,work_16033,Undirected,MS_Rawl_G_15
work_10455,work_4622,Undirected,MS_Rawl_G_125
work_10455,work_16033,Undirected,MS_Rawl_G_6
work_10455,work_16033,Undirected,MS_Rawl_G_5
work_10455,work_16033,Undirected,MS_Rawl_G_8
work_10455,work_1271,Undirected,MS_Rawl_G_13
work_10455,work_4622,Undirected,MS_Rawl_G_126
work_10455,work_1443,Undirected,MS_Laud_Lat_12
work_10455,work_14583,Undirected,MS_Rawl_G_10
work_10455,work_14583,Undirected,MS_Rawl_G_10
work_10455,work_4622,Undirected,MS_DOrville_212
work_10455,work_1271,Undirected,MSS_Rawl_G_11-12
work_10455,work_1271,Undirected,MS_Rawl_G_162
work_10455,work_10455,Undirected,MS_Rawl_G_162
work_10455,work_16033,Undirected,MS_Douce_327
work_10455,work_2429,Undirected,MS_Lat_bib_c_11
work_10455,work_4622,Undirected,MS_Lat_bib_f_2
work_10455,work_4622,Undirected,MS_Lat_bib_c_11
work_10455,work_1271,Undirected,MS_Rawl_G_14
work_10455,work_10691,Undirected,MS_Lat_bib_d_9
work_10455,work_14845,Undirected,MS_Lat_bib_d_9
work_10455,work_4622,Undirected,St_Johns_College_MS_207
work_10455,work_4622,Undirected,MS_Lat_bib_f_3
work_10455,work_2429,Undirected,MS_Lat_bib_f_3
work_10455,work_2413,Undirected,MS_Lat_bib_f_3
work_10455,work_16033,Undirected,MSS_Canon_Bibl_Lat_54-5
work_10455,work_16036,Undirected,MSS_Canon_Bibl_Lat_54-5
work_10455,work_16033,Undirected,MS_Canon_Bibl_Lat_84
work_10455,work_16033,Undirected,MS_Canon_Bibl_Lat_47
work_10455,work_16033,Undirected,MS_Auct_D_4_8
work_10455,work_16033,Undirected,MS_Canon_Bibl_Lat_48
work_10455,work_15437,Undirected,MS_Holkham_misc_1
work_10455,work_11039,Undirected,MS_Holkham_misc_1
work_10455,work_11039,Undirected,MS_Holkham_misc_1
work_10455,work_16033,Undirected,MS_Canon_Bibl_Lat_8
work_10455,work_16033,Undirected,MS_Canon_Bibl_Lat_44b
work_10455,work_4384,Undirected,MS_Holkham_misc_1
work_10455,work_4622,Undirected,MS_Kennicott_16
work_10455,work_16033,Undirected,MS_Auct_D_5_9
work_10455,work_16033,Undirected,MS_Auct_D_5_19
work_10455,work_16033,Undirected,MS_Auct_D_4_9
work_10455,work_16033,Undirected,MS_Digby_229
work_10455,work_2413,Undirected,MS_Lat_bib_c_11
work_10455,work_15420,Undirected,St_Johns_College_MS_123
work_10455,work_16033,Undirected,MS_Auct_D_5_13
work_10455,work_16033,Undirected,MS_Auct_D_inf_2_1
work_10455,work_16033,Undirected,MS_Auct_D_3_6
work_10455,work_4622,Undirected,Hertford_College_MS_1
work_10455,work_10687,Undirected,MS_Auct_D_5_17
work_10455,work_4622,Undirected,St_Johns_College_MS_123
work_10455,work_16033,Undirected,MS_Auct_D_3_2
work_10455,work_17092,Undirected,St_Johns_College_MS_123
work_10455,work_16033,Undirected,MS_Auct_D_5_10
work_10472,work_15268,Undirected,MS_Lyell_empt_12
work_10472,work_12580,Undirected,MS_Lyell_empt_12
work_10472,work_10066,Undirected,MS_Lyell_empt_12
work_10472,work_13030,Undirected,MS_Lyell_empt_12
work_10473,work_1478,Undirected,MS_Bodl_186
work_10473,work_6338,Undirected,MS_Bodl_186
work_10473,work_961,Undirected,MS_Bodl_186
work_10473,work_1584,Undirected,MS_Bodl_186
work_10473,work_6339,Undirected,MS_Bodl_186
work_10473,work_3977,Undirected,MS_Bodl_186
work_10473,work_3583,Undirected,MS_Bodl_186
work_10473,work_2257,Undirected,MS_Bodl_186
work_10473,work_3773,Undirected,MS_Bodl_186
work_10474,work_12915,Undirected,MS_Canon_Ital_126
work_10474,work_10437,Undirected,MS_Canon_Ital_126
work_10478,work_10476,Undirected,MS_Rawl_C_350
work_1048,work_3928,Undirected,MS_Lat_th_d_43
work_10487,work_14453,Undirected,MS_Rawl_C_549
work_10487,work_13640,Undirected,MS_Rawl_C_549
work_10489,work_11634,Undirected,MS_Laud_Misc_542
work_1049,work_1673,Undirected,Merton_College_MS_53
work_1049,work_1029,Undirected,MS_Laud_Misc_355
work_1049,work_1032,Undirected,MS_Laud_Misc_355
work_1049,work_1030,Undirected,MS_Laud_Misc_355
work_1049,work_1026,Undirected,MS_Laud_Misc_355
work_1049,work_1027,Undirected,MS_Laud_Misc_355
work_1049,work_1026,Undirected,Merton_College_MS_53
work_1049,work_1024,Undirected,MS_Laud_Misc_355
work_1049,work_1049,Undirected,MS_Bodl_477-endleaves-fols57-62
work_1049,work_1054,Undirected,Merton_College_MS_53
work_1049,work_1032,Undirected,Merton_College_MS_53
work_1049,work_2121,Undirected,Merton_College_MS_53
